fulltitle,year_x,rank_x,title_x,artist_x,title_lower,date,year_y,title_y,simple_title,artist_y,main_artist,peak_pos,last_pos,weeks,rank_y,change,spotify_link,spotify_id,video_link,genre,broad_genre,analysis_url,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,lyrics

Got a feeling that I'm going under
But I know that I'll make it out alive
If I quit calling you my lover
And move on

You watch me bleed until I can't breathe
Shaking, falling onto my knees
And now that I'm without your kisses
I'll be needing stitches

Tripping over myself
Aching, begging you to come help
And now that I'm without your kisses
I'll be needing stitches

Just like a moth drawn to a flame
Oh, you lured me in, I couldn't sense the pain
Your bitter heart, cold to the touch
Now I'm gonna reap what I sow
I'm left seeing red on my own

Got a feeling that I'm going under
But I know that I'll make it out alive
If I quit calling you my lover
And move on

You watch me bleed until I can't breathe
Shaking, falling onto my knees
And now that I'm without your kisses
I'll be needing stitches

Tripping over myself
Aching, begging you to come help
And now that I'm without your kisses
I'll be needing stitches

Needle and the thread
Gotta get you out of my head
Needle and the thread
Gonna wind up dead

Needle and the thread
Gotta get you out of my head
Needle and the thread
Gonna wind up dead

Needle and the thread
Gotta get you out of my head
Needle and the thread
Gonna wind up dead

Needle and the thread
Gotta get you out of my head
Get you out of my head

You watch me bleed until I can't breathe
Shaking, falling onto my knees
And now that I'm without your kisses
I'll be needing stitches

Tripping over myself
Aching, begging you to come help
And now that I'm without your kisses
I'll be needing stitches

And now that I'm without your kisses
I'll be needing stitches
And now that I'm without your kisses
I'll be needing stitches"

"9.FourFiveSeconds- Rihanna, Kanye West, Paul McCartney",2015,9,FourFiveSeconds," Rihanna, Kanye West, Paul McCartney",fourfiveseconds,6/20/15,2015.0,FourFiveSeconds,fourfiveseconds,rihanna,rihanna,4.0,75.0,20.0,76.0,-1,https://embed.spotify.com/?uri=spotify:track:78TTtXnFQPzwqlbtbwqN0y,78TTtXnFQPzwqlbtbwqN0y,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=QMFUA1590146,"[u'dance pop', u'pop', u'r&b', u'urban contemporary']",r&b,https://api.spotify.com/v1/audio-analysis/78TTtXnFQPzwqlbtbwqN0y,0.267,0.119,205.888,0.044,0.878,0,4,0.576,2,188238,-5.668,0.326,1,"I think I've had enough
I might get a little drunk
I say what's on my mind
I might do a little time

'Cause all of my kindness
Is taken for weakness

Now I'm FourFiveSeconds from wildin'
And we got three more days 'til Friday
I'm just tryna make it back home by Monday, mornin'
I swear I wish somebody would tell me
Ooh thats all I want

Woke up an optimist
Sun was shining I'm positive
Then I heard you was talkin' trash
Hold me back I'm bout' to spaz

Yeah, 'bout FourFiveSeconds from wildin'
And we got three more days 'til Friday
I'm tryna make it back home by Monday, mornin'
I swear I wish somebody would try it
Ooh thats all I want

And I know that you're up tonight
Thinkin' how could I be so selfish
But you called bout a thousand times
Wondering where I been
Now I know that your up tonight
Thinkin' how could I be so reckless
But I just can't apologize
I hope you can understand

If I go to jail tonight (uhn)
Promise you'll pay my bail
See they want to buy my pride (uhn)
But that just ain't up for sale

See all of my kindness (uuhn uhn)
Is taken for weakness

Now I'm FourFiveSeconds from wildin'
And we got three more days 'til Friday
I'm tryna make it back home by Monday, mornin'
I swear I wish somebody would tell me
Ooh, thats all I want
FourFiveSeconds from wildin'
And we got three more days 'til Friday
Just tryna make it back home by Monday, mornin'
I swear I wish somebody would tell me
Thats all I want"

10.What Do You Mean?- Justin Bieber,2015,10,What Do You Mean?, Justin Bieber,what do you mean?,4/16/16,2016.0,What Do You Mean?,what do you mean?,justin bieber,justin bieber,1.0,37.0,31.0,41.0,-4,https://embed.spotify.com/?uri=spotify:track:1ds2QsfhAAfRiaFMGDzrdb,1ds2QsfhAAfRiaFMGDzrdb,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71502092,"[u'canadian pop', u'dance pop', u'pop', u'post-teen pop']",pop,https://api.spotify.com/v1/audio-analysis/1ds2QsfhAAfRiaFMGDzrdb,0.564,0.0912,124.984,0.105,0.617,0.00024,4,0.842,5,207547,-8.042,0.782,0,"What do you mean? Oh, oh
When you nod your head yes
But you wanna say no
What do you mean? Hey-ey
When you don't want me to move
But you tell me to go
What do you mean?
Oh, what do you mean?
Said you're running out of time, what do you mean?
Oh, oh, oh, what do you mean?
Better make up your mind
What do you mean?

You're so indecisive, what I'm saying
Tryna catch the beat, make up your heart
Don't know if you're happy or complaining
Don't want for us to end, where do I start?

First you wanna go to the left then you wanna turn right
Wanna argue all day, make love all night
First you're up, then you're down and then between
Oh, I really want to know_Ñ_

What do you mean? Oh, oh
When you nod your head yes
But you wanna say no
What do you mean? Hey-ey
When you don't want me to move
But you tell me to go
What do you mean?
Oh, what do you mean?
Said you're running out of time, what do you mean?
Oh, oh, oh, what do you mean?
Better make up your mind
What do you mean?

You're overprotective when I'm leaving
Trying to compromise but I can't win
You want to make a point, but you keep preaching
You had me from the start, won't let this end

First you wanna go to the left then you wanna turn right
Wanna argue all day, make love all night
First you're up, then you're down and then between
Oh, I really want to know_Ñ_

What do you mean? Oh, oh
When you nod your head yes
But you wanna say no
What do you mean? Hey-ey
When you don't want me to move
But you tell me to go
What do you mean?
(I wanna know)
Oh, what do you mean?
Said you're running out of time, what do you mean?
(Oh baby)
Oh, oh, oh, what do you mean?
Better make up your mind
What do you mean?

Oh, oh
(This is ours baby, yeah)
When you nod your head yes
But you wanna say no
What do you mean? Hey-ey
(You're so confusing baby)
When you don't want me to move
But you tell me to go
What do you mean?
(Be more straight forward)
Oh, what do you mean?
Said you're running out of time, what do you mean?
Oh, oh, oh, what do you mean?
Better make up your mind
What do you mean?"

3.Closer- Chainsmokers (feat. Halsey),2016,3,Closer, Chainsmokers (feat. Halsey),closer,1/24/09,2009.0,Closer,closer,ne-yo,ne-yo,7.0,43.0,39.0,50.0,-7,https://embed.spotify.com/?uri=spotify:track:0GX5oOKtU0nnx5OkhenW2i,0GX5oOKtU0nnx5OkhenW2i,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV70800965,"[u'dance pop', u'hip pop', u'neo soul', u'pop', u'pop rap', u'post-teen pop', u'r&b', u'rap', u'urban contemporary']",r&b,https://api.spotify.com/v1/audio-analysis/0GX5oOKtU0nnx5OkhenW2i,0.755,0.183,126.023,0.076,0.0352,2.22E-05,4,0.72,4,234360,-6.403,0.562,0,"Closer
Closer
Closer
Closer

Turn the lights off in this place
And she shines just like a star
And I swear I know her face
I just don't know who you are
Turn the music up in here
I still hear her loud and clear
Like she's right there in my ear
Telling me that she wants to own me
To control me
Come closer
Come closer
Come closer

And I just can't pull myself away
Under her spell I can't break
I just can't stop
I just can't stop
I just can't stop
I just can't stop
And I just can't bring myself no way
But I don't want to escape
I just can't stop
I just can't stop
I just can't stop
I just can't stop

I can feel her on my skin
I can taste her on my tongue
She's the sweetest taste of sin
The more I get the more I want
She wants to own me
Come closer
She says come closer

And I just can't pull myself away
Under her spell I can't break
I just can't stop
I just can't stop
I just can't stop
I just can't stop
And I just can't bring myself no way
But I don't want to escape
I just can't stop
I just can't stop
I just can't stop
I just can't stop

Come Closer
Come Closer
Come Closer
Come Closer
Come Closer
Come Closer
Come Closer
I just can't stop no
I just can't stop no
I just can't stop no
I just can't stop no

And I just can't pull myself away
Under her spell I can't break
I just can't stop
I just can't stop
I just can't stop
I just can't stop
And I just can't bring myself no way
But I don't want to escape
I just can't stop
I just can't stop
I just can't stop
I just can't stop

And I just can't pull myself away
Under her spell I can't break
I just can't stop
I just can't stop no
I just can't stop no
I just can't stop no
I just can't stop no

Come closer"

6.Work- Rihanna (feat. Drake),2016,6,Work, Rihanna (feat. Drake),work,10/15/16,2016.0,Work,work,rihanna,rihanna,1.0,41.0,36.0,45.0,-4,https://embed.spotify.com/?uri=spotify:track:50R3hdsZQeg3k8zJdVphSZ,50R3hdsZQeg3k8zJdVphSZ,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=QM5FT1690012,"[u'dance pop', u'pop', u'r&b', u'urban contemporary']",r&b,https://api.spotify.com/v1/audio-analysis/50R3hdsZQeg3k8zJdVphSZ,0.534,0.0919,91.974,0.0946,0.0752,0,4,0.725,11,219320,-6.238,0.558,1,"Work, work, work, work, work, work

He said me haffi
Work, work, work, work, work, work!
He see me do mi
Dirt, dirt, dirt, dirt, dirt, dirt!
So me put in
Work, work, work, work, work, work

When you ah guh
Learn, learn, learn, learn, learn

Meh nuh cyar if him
Hurt, hurt, hurt, hurt, hurting

Dry me ah desert him

Nuh time to have you lurking
Him ah go act like he nah like it

You know I dealt with you the nicest
Nuh body touch me in the righteous
Nuh botha text me in a crisis
I believed all of your dreams, adoration
You took my heart and my keys and my patience
You took my heart on my sleeve for decoration
You mistaken my love I brought for you for foundation
All that I wanted from you was to give me
Something that I never had
Something that you've never seen
Something that you've never been!
Mmmmm!
But I wake up and act like nothing's wrong

Just get ready for...

Work, work, work, work, work, work

He said me haffi
Work, work, work, work, work, work!
He see me do mi
Dirt, dirt, dirt, dirt, dirt, dirt!

So me put in
Work, work, work, work, work, work
Ner ner ner ner ner ner!
When you a guh ner ner ner ner ner ner!
Before the tables turn turn turn turn turn turn!

Beg you something please
Baby don't you leave
Don't leave me stuck here in the streets, uh huh
If I get another chance to

I will never, no never neglect you
I mean who am I to hold your past against you?
I just hope that it gets to you
I hope that you see this through
I hope that you see this true
What can I say?

Please recognize I'm tryin', babe!!!

I have to

Work, work, work, work, work, work
He said me haffi
Work, work, work, work, work, work!

He see me do mi

Dirt, dirt, dirt, dirt, dirt, dirt!
So me put in
Work, work, work, work, work, work
When you ah guh
Learn, learn, learn, learn, learn

Meh nuh cyar if him
Hurt, hurt, hurt, hurt, hurting

Yeah, okay
You need to get done, done, done, done at work, come over
We just need to slow the motion
Don't give that away to no one
Long distance, I need you
When I see potential I just gotta see it through

If you had a twin, I would still choose you
I don't wanna rush into it, if it's too soon
But I know you need to get done, done, done, done
If you come over
Sorry if I'm way less friendly
I got niggas tryna end me, oh
I spilled all my emotions tonight, I'm sorry
Rollin', rollin', rollin', rollin', rollin'
How many more shots until you're rollin'?
We just need a face to face
You could pick the time and the place
You spent some time away
Now you need to forward and give me all the...

Work, work, work, work, work, work
He said me haffi
Work, work, work, work, work, work
He se me do mi
Dirt, dirt, dirt, dirt, dirt, dirt!
So me put in
Work, work, work, work, work, work
When you ah guh
Learn, learn, learn, learn, learn
Meh nuh cyar if him
Hurt, hurt, hurt, hurt, hurting

Mmmmm, mmmmm
Mmmmm, mmmmm
Work, work, work, work, work, work
Mmmmm, mmmmm"

6.Work- Rihanna (feat. Drake),2016,6,Work, Rihanna (feat. Drake),work,9/27/14,2014.0,Work,work,iggy azalea,iggy azalea,54.0,78.0,20.0,85.0,-7,https://embed.spotify.com/?uri=spotify:track:1iMq1SKpMAfEDl7yh9g70j,1iMq1SKpMAfEDl7yh9g70j,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=GBUV71300874,"[u'dance pop', u'hip pop', u'pop', u'pop rap', u'post-teen pop']",rap,https://api.spotify.com/v1/audio-analysis/1iMq1SKpMAfEDl7yh9g70j,0.814,0.405,140.022,0.17,0.0602,0,4,0.695,7,223197,-4.946,0.512,1,"Walk a mile in these Louboutins
But they don't wear these shits where I'm from
I'm not hating, I'm just telling you
I'm tryna to let you know what the fuck that I've been through

Two feet in the red dirt, school skirt
Sugar cane, back lanes, three jobs took years to save
But I got a ticket on that plane
People got a lot to say but don't know shit 'bout where I was made
Or how many floors that I had to scrub
Just to make it past where I am from...

No money, no family, sixteen in the middle of Miami
No money, no family, sixteen in the middle of Miami
No money, no family, sixteen in the middle of Miami

I've been up all night, tryna get that rich
I've been work, work, work, work, workin' on my shit
Milked the whole game twice
Gotta get it how I live
I've been work, work, work, work
Working on my shit
Now get this work
Now get this work
Now get this work
Now get this work
Working on my shit

You can hate it or love it
Hustle and the struggle is the only thing I'm trusting
Thoroughbred in a mud brick before the budget
White chick on that pac shit
My passion was ironic and my dreams were uncommon
Guess I gone crazy, first deal changed me
Robbed blind basically raped me
Ran through the bull shit like a Matador
Just made me madder and adamant
To go at 'em and even the score
So, I went harder, studied the Carters 'til a deal was offered
Slept cold on the floor recording at four in the morn'n
And now I'm passin' the bar like a lawyer
Immigrant, art ignorant
Your ill intent was insurance for my benefit
Hate be inconsiderate but the industry took my innocence
Too late now I'm in this bitch

You don't know the half
This shit get real...
Valley Girls giving blow jobs for Louboutins
What you call that?
Head Over Heels

No money, no family, sixteen in the middle of Miami
No money, no family, sixteen in the middle of Miami
No money, no family, sixteen in the middle of Miami

I've been up all night, tryna get that rich
I've been work, work, work, work, workin' on my shit
Milked the whole game twice
Gotta get it how I live
I've been work, work, work, work
Working on my shit
Now get this work
Now get this work
Now get this work
Now get this work
Working on my shit

Pledge allegiance to the struggle
Ain't been easy, but cheers to Peezy
For the weeks we lived out of duffle, bags
Is all we had, do anything, for my Mum I love you
One day I'll pay you back for the sacrifice that you managed to muscle
Sixteen, you sent me through customs so...
All aboard my spaceship to Mercury
Turn First at the light that's in front me
'Cause every night I'ma do it like it's my last
This dream is all that I need, 'cause its all that I ever had

Now get this work
Now get this work
Now get this work
Now get this work
Working on my shit

Now get this work
Now get this work
Now get this work
Now get this work
Working on my shit"

6.Work- Rihanna (feat. Drake),2016,6,Work, Rihanna (feat. Drake),work,6/22/13,2013.0,Work,work,a$ap ferg,a$ap ferg,100.0,0.0,2.0,100.0,Re-Entry,https://embed.spotify.com/?uri=spotify:track:54oACFHRfeOa7VD0FTQSkJ,54oACFHRfeOa7VD0FTQSkJ,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USRV81300018,"[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music', u'underground hip hop']",rap,https://api.spotify.com/v1/audio-analysis/54oACFHRfeOa7VD0FTQSkJ,0.834,0.0845,130.04,0.0565,0.152,0.683,4,0.726,10,178507,-5.564,0.561,1,"Yeah, straight off the plane
Dropping the flame

A lot of niggas die, due to these streets
A lot of mama's cry, due to this beef
Purple kush got me high, don't wanna leave
See my daddy in heaven, he be the realist G
And your bitch I got her, she like my Tommy boxers
Nigga I ain't no boxer, I let that Tommy box her
Make 'Em Say Ugh, Silkk The Shocker
Very rare Vesace's, I bet my silk will shock her

Put in work, put 'em in the dirt
Semi gon' squirt, damn he got murked
Who got that work? He got that work
She pop that pussy, she make it twerk
A couple model bitches, thought I balled for the Lakers
All they know is suck and fuck and speak a different language
She like that cocaina, she sniff it off my banger
She like to blow my nine, I think she's going brainless
Put in work, put 'em in the dirt
Semi gon' squirt, damn he got murked
Who got that work, he got that work
She pop that pussy, she make it twerk
Couple model bitches, thought I balled for the Lakers
All they know is suck and fuck and speak a diferent language
She like that cocaÕ_na, sniff it off my banger
She like to blow my nine, I think she's going brainless

All my Dominican niggas, got me speaking spanglish
Now that I'm rapping, I'm fucking different singers
Celine Dion, Mariah Carey
I got them Nick Cannon's, If you coming at me
Couple of them skinny niggas, that be trigger happy
Feel them candy girls, make them do the Laffy Taffy
They pop a pill, then they pop a bullet
Man, fucking with this nigga like playing Russian Roulette
I ain't wanna pull it, but I had to do it
I be out tomorrow, my lawyer's Jewish
He work hard, he put in work
He put in work, got these nigga's going bezerk
Riding music, I see you riding to it
Bang 'em over the head, make 'em pay for talking foolish
Nigga, work hard, put in work
Put in work, got these niggas going bezerk"

8.Pillowtalk- Zayn,2016,8,Pillowtalk, Zayn,pillowtalk,7/30/16,2016.0,Pillowtalk,pillowtalk,zayn,zayn,1.0,38.0,24.0,48.0,-10,https://embed.spotify.com/?uri=spotify:track:0IKK48xF4eEdfofyaeKWWO,0IKK48xF4eEdfofyaeKWWO,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USRV81501126,"[u'dance pop', u'pop', u'post-teen pop']",pop,https://api.spotify.com/v1/audio-analysis/0IKK48xF4eEdfofyaeKWWO,0.702,0.089,124.909,0.0496,0.104,0,4,0.588,11,203686,-4.271,0.429,1,"Climb on board
We'll go slow and high tempo
Light and dark
Hold me hard and mellow

I'm seeing the pain, seeing the pleasure
Nobody but you, 'body but me
'Body but us, bodies together
I love to hold you close, tonight and always
I love to wake up next to you
I love to hold you close, tonight and always
I love to wake up next to you

So we'll piss off the neighbours
In the place that feels the tears
The place to lose your fears
Yeah, reckless behavior
A place that is so pure, so dirty and raw
In the bed all day, bed all day, bed all day
Fucking in and fighting on
It's our paradise and it's our war zone
It's our paradise and it's our war zone

Pillow talk
My enemy, my ally
Prisoners
Then we're free, it's a thin line

I'm seeing the pain, seeing the pleasure
Nobody but you, 'body but me
'Body but us, bodies together
I love to hold you close, tonight and always
I love to wake up next to you

So we'll piss off the neighbours
In the place that feels the tears
The place to lose your fears
Yeah, reckless behavior
A place that is so pure, so dirty and raw
In the bed all day, bed all day, bed all day
Fucking and fighting on
It's our paradise and it's our war zone
It's our paradise and it's our war zone

Paradise, paradise, paradise, paradise
War zone, war zone, war zone, war zone
Paradise, paradise, paradise, paradise
War zone, war zone, war zone, war zone

So we'll piss off the neighbours
In the place that feels the tears
The place to lose your fears
Yeah, reckless behavior
A place that is so pure, so dirty and raw
In the bed all day, bed all day, bed all day
Fucking and fighting on
It's our paradise and it's our war zone
It's our paradise and it's our war zone"

10.Human- Rag'n'Bone Man,2016,10,Human, Rag'n'Bone Man,human,7/5/14,2014.0,Human,human,christina perri,christina perri,31.0,84.0,20.0,95.0,-11,https://embed.spotify.com/?uri=spotify:track:1zVhMuH7agsRe6XkljIY4U,1zVhMuH7agsRe6XkljIY4U,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USATV1301164,"[u'dance pop', u'neo mellow', u'pop', u'post-teen pop', u'viral pop']",pop,https://api.spotify.com/v1/audio-analysis/1zVhMuH7agsRe6XkljIY4U,0.489,0.114,143.808,0.0368,0.132,0.000643,4,0.439,8,250707,-6.286,0.253,1,"I can hold my breath
I can bite my tongue
I can stay awake for days
If that's what you want
Be your number one

I can fake a smile
I can force a laugh
I can dance and play the part
If that's what you ask
Give you all I am

I can do it
I can do it
I can do it

But I'm only human
And I bleed when I fall down
I'm only human
And I crash and I break down
Your words in my head, knives in my heart
You build me up and then I fall apart
'Cause I'm only human

I can turn it on
Be a good machine
I can hold the weight of worlds
If that's what you need
Be your everything

I can do it
I can do it
I'll get through it

But I'm only human
And I bleed when I fall down
I'm only human
And I crash and I break down
Your words in my head, knives in my heart
You build me up and then I fall apart
'Cause I'm only human

I'm only human
I'm only human
Just a little human

I can take so much
'Til I've had enough
'Cause I'm only human
And I bleed when I fall down
I'm only human
And I crash and I break down
Your words in my head, knives in my heart
You build me up and then I fall apart
'Cause I'm only human"

10.Human- Rag'n'Bone Man,2016,10,Human, Rag'n'Bone Man,human,2/28/09,2009.0,Human,human,the killers,the killers,32.0,60.0,20.0,70.0,-10,https://embed.spotify.com/?uri=spotify:track:7KEajVD9AUG68onXRSFZTv,7KEajVD9AUG68onXRSFZTv,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV70805923,"[u'alternative rock', u'indie rock', u'modern rock', u'permanent wave', u'rock', u'vegas indie']",rock,https://api.spotify.com/v1/audio-analysis/7KEajVD9AUG68onXRSFZTv,0.824,0.0999,135.446,0.0776,0.0018,0.000542,4,0.557,10,245360,-6.947,0.611,1,"I did my best to notice
When the call came down the line
Up to the platform of surrender
I was brought
But I was kind
And sometimes I get nervous
When I see an open door
Close your eyes
Clear your heart
Cut the cord

Are we human
Or are we dancer?
My sign is vital
My hands are cold
And I'm on my knees
Looking for the answer
Are we human
Or are we dancer?

Pay my respects to grace and virtue
Send my condolences to good
Give my regards to soul and romance
They always did the best they could
And so long to devotion
You taught me everything I know
Wave goodbye
Wish me well
You've gotta let me go

Are we human
Or are we dancer?
My sign is vital
My hands are cold
And I'm on my knees
Looking for the answer
Are we human
Or are we dancer?

Will your system be alright
When you dream of home tonight?
There is no message we're receiving
Let me know
Is your heart still beating?

Are we human
Or are we dancer?
My sign is vital
My hands are cold
And I'm on my knees
Looking for the answer
You've gotta let me know

Are we human
Or are we dancer?
My sign is vital
My hands are cold
And I'm on my knees
Looking for the answer
Are we human
Or are we dancer?

Are we human
Or are we dancer?
Are we human
Or are we dancer?"

5.Rockstar- Post Malone (feat. 21 Savage),2017,5,Rockstar, Post Malone (feat. 21 Savage),rockstar,1/26/08,2008.0,Rockstar,rockstar,nickelback,nickelback,6.0,38.0,49.0,49.0,-11,https://embed.spotify.com/?uri=spotify:track:6n9yCXvLhnYMgJIiIcMu7D,6n9yCXvLhnYMgJIiIcMu7D,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=NLO110700359,"[u'alternative metal', u'canadian pop', u'nu metal', u'post-grunge']",rock,https://api.spotify.com/v1/audio-analysis/6n9yCXvLhnYMgJIiIcMu7D,0.91,0.343,144.073,0.0386,0.0459,0,4,0.616,0,252040,-3.004,0.693,1,"I'm through with standing in line
To clubs we'll never get in
It's like the bottom of the ninth
And I'm never gonna win
This life hasn't turned out quite the way I want it to be
(Tell me what you want)

I want a brand new house

On an episode of cribs
And a bathroom I can play baseball in
And a king size tub big enough for ten plus me
(So what do you need)
I'll need a credit card that's got no limit

And a big black jet with a bedroom in it

Gonna join the mile high club
At thirty-seven thousand feet (been there, done that)
I want a new tour bus full of old guitars
My own star on hollywood boulevard

Somewhere between Cher and James Dean is fine for me

(So how you gonna do it)
I'm gonna trade this life for fortune and fame
I'd even cut my hair and change my name
'cause we all just wanna be big rockstars

And live in hilltop houses driving fifteen cars

The girls come easy and the drugs come cheap
We'll all stay skinny 'cause we just won't eat
And we'll hang out in the coolest bars
In the V.I.P. with the movie stars
Every good gold digger's goin' wild up there
Every playboy bunny
With her bleach blond hair
Hey, hey I wanna be a rockstar
Hey, hey I wanna be a rockstar

I wanna be great like Elvis without the tassels
Hire eight body guards that love to beat up assholes
Sign a couple autographs so I can eat my meals for free
(Can I have a quesadilla? haha)

I'm gonna dress my ass with the latest fashion
Get a front door key to the playboy mansion
Gonna date a centerfold that loves to blow my money for me
(So how you gonna do it?)

I'm gonna trade this life for fortune and fame
I'd even cut my hair and change my name
'cause we all just wanna be big rockstars
And live in hilltop houses driving fifteen cars

The girls come easy and the drugs come cheap

We'll all stay skinny 'cause we just won't eat
And we'll hang out in the coolest bars
In the V.I.P. with the movie stars
Every good gold digger's goin' wild up there

Every playboy bunny with her bleach blond hair
And we'll hide out in the private rooms
With the latest dictionary and Today's who's who
They'll get you anything with that evil smile
Everybody's got a drug dealer on speed dial
Hey hey I wanna be a rockstar
I'm gonna sing those songs that offend the censors
Gonna pop my pills from a pez dispenser
I'll get washed-up singers writing all my songs
Lip sinc 'em every night so I don't get 'em wrong
Well, we all just wanna be big rockstars
And live in hilltop houses driving fifteen cars
The girls come easy and the drugs come cheap
We'll all stay skinny 'cause we just won't eat
And we'll hang out in the coolest bars
In the V.I.P. with the movie stars
Every good gold digger's goin' wild up there
Every playboy bunny with her bleach blond hair
And we'll hide out in the private rooms
With the latest dictionary and
Today's who's who
They'll get you anything with that evil smile
Everybody's got a drug dealer on speed dial
Hey hey I wanna be a rockstar
Hey hey I wanna be a rockstar"

6.Perfect- Ed Sheeran,2017,6,Perfect, Ed Sheeran,perfect,5/29/04,2004.0,Perfect,perfect,sara evans,sara evans,46.0,95.0,19.0,96.0,-1,https://embed.spotify.com/?uri=spotify:track:4kUmPSgNMjedQW63iEf8g2,4kUmPSgNMjedQW63iEf8g2,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USRV03000008,"[u'contemporary country', u'country', u'country dawn', u'country gospel', u'country road', u'modern country rock']",country,https://api.spotify.com/v1/audio-analysis/4kUmPSgNMjedQW63iEf8g2,0.885,0.36,205.942,0.0719,0.0295,5.00E-06,4,0.387,4,241813,-3.27,0.595,1,"If you don't take me to Paris on a lover's getaway, it's alright, it's alright
If I'd rather wear your t-shirt than a sexy negligee, it's alright, It's alright
Every dinner doesn't have to be candlelit
It's kinda nice to know that it

Doesn't have to be perfect
Maybe every little piece of the puzzle doesn't always fit perfectly
Love can be rough around the edges, tattered at the seams
Honey, if it's good enough for you, it's good enough for me

If your mother doesn't like the way I treat her baby boy, it's alright, it's alright
If, in every wedding picture, my daddy looks annoyed, it's alright, it's alright
Don't you know that all the fairy tales tell a lie
Real love and real life

Doesn't have to be perfect
Maybe every little piece of the puzzle doesn't always fit perfectly
Love can be rough around the edges, tattered at the seams
Honey, if it's good enough for you, it's good enough for me

Oh, you don't mind if I show up late for everything
When you lose your cool, it's kinda cute to me
Hey, ain't it nice to know that we

Don't have to be perfect
Maybe every little piece of the puzzle doesn't always fit perfectly
Love can be rough around the edges, tattered at the seams
Honey, if it's good enough for you, it's good enough for me

Oh, you're good enough for me, uh huh
Yeah, you're good enough for me
Oh, you're good enough for me"

9.Thunder- Imagine Dragons,2017,9,Thunder, Imagine Dragons,thunder,10/4/08,2008.0,Thunder,thunder,boys like girls,boys like girls,76.0,86.0,13.0,90.0,-4,https://embed.spotify.com/?uri=spotify:track:1MrNveiYvWyKNAMiqn8xS8,1MrNveiYvWyKNAMiqn8xS8,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USSM20800922,"[u'emo', u'modern rock', u'neo mellow', u'pop punk', u'pop rock', u'post-teen pop']",rock,https://api.spotify.com/v1/audio-analysis/1MrNveiYvWyKNAMiqn8xS8,0.821,0.316,75.057,0.0395,0.223,0,4,0.508,2,236680,-5.279,0.463,1,"Today is a winding road
That's taking me to places that I didn't want to go, woah
Today in the blink of an eye
I'm holding on to something and I do not know why I tried

I tried to read between the lines
I tried to look in your eyes
I want a simple explanation; what Im feeling inside
I gotta find a way out
Maybe there's a way out

Your voice was the soundtrack of my summer
Do you know you're unlike any other?
You'll always be my thunder, and I said
Your eyes are the brightest of all the colors
I don't wanna ever love another
You'll always be my thunder
So bring on the rain
And bring on the thunder

Today is a winding road
Tell me where to start and tell me something I don't know
Today I'm on my own
I can't move a muscle and I can't pick up the phone, I don't know

And now I'm itching for the tall grass
And longing for the breeze
I need to step outside, just to see if I can breathe
I gotta find a way out
Maybe theres a way out

Your voice was the soundtrack of my summer
Do you know you're unlike any other?
You'll always be my thunder, and I said
Your eyes are the brightest of all the colors
I don't wanna ever love another
You'll always be my thunder
So bring on the rain
And bring on the thunder

Yeah I'm walking on a tightrope
I'm wrapped up in vines
I think I'll make it out but you just gotta give me time
Strike me down with lightning
Let me feel you in my veins
I wanna let you know how much I feel your pain

Today is a winding road
That's taking me to places that I didn't want to go, woah

Your voice was the soundtrack of my summer
Do you know you're unlike any other?
You'll always be my thunder, and I said
Your eyes are the brightest of all the colors
I dont wanna ever love another
You'll always be my thunder

Your voice was the soundtrack of my summer
Do you know youre unlike any other?
You'll always be my thunder
So bring on the rain
And listen to the thunder"
